Tipo,Numero,Data,Nivel,Ementa
Portaria IEF,1.377,27/11/2018,Estadual,"Dispõe sobre a composição do Conselho Consultivo do Parque Estadual Sete Salões, para o biênio 2018-2020"
Portaria IGAM,"90,00",31/10/2018,Estadual,Declara Situação Crítica de Escassez Hídrica Superficial na porção hidrográfica localizada a montante da estação Vila Matias e a sua bacia de contribuição.
Portaria IGAM,"34,00",08/11/2018,Estadual,Constitui Comissão Especial encarregada de promover os inventários físicos e financeiros dos valores em tesouraria e das obrigações constantes dos grupos Passivo Circulante e não Circulante.
Deliberação COPAM,"35,00",23/11/2018,Estadual,"Altera a Deliberação COPAM nº 993, de 16 de dezembro de 2016, que Estabelece a designação dos membros da Câmara Técnica Especia lizada de Atividades de Infraestrutura de Energia - CIE do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,1.372,22/11/2018,Estadual,"Altera a Deliberação Copam nº 990, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especiali- zada de Atividades Agrossilvipastoris - CAP do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Resolução SEMAD,1.370,14/11/2018,Estadual,"Anula a Promoção do servidor do Quadro de Pessoal da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD, integrante das carreiras do Grupo de Atividades de Meio Ambiente e Desenvolvimento Sustentável do Poder Executivo."
Deliberação COPAM,2.723,29/11/2018,Estadual,"Altera a Deliberação COPAM nº 1.001, de 16 de dezembro de 2016 que estabelece a designação dos membros da Unidade Regional Colegiada Noroeste de Minas - URC/NOR do Conselho Estadual de Política Ambiental - Copam."
Deliberação COPAM,1.379,22/11/2018,Estadual,"Altera a Deliberação Copam nº 989, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Normativa e Recursal - CNR do Conselho Estadual de Política Ambiental - Copam."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,1.371,19/11/2018,Estadual,"Constitui Comissões Especiais encarregadas de promover os inventários físicos dos materiais em almoxarifado ou em outras unidades similares, dos bens patrimoniais móveis em uso, estocados, cedidos ou recebidos em cessão, assim como dos bens patrimoniais imóveis em uso, cedidos ou recebidos que são objeto de registro no Ativo e nas contas integrantes do Compensado e de Controle, no âmbito do Sistema Estadual do Meio Ambiente e Recursos Hídricos – SISEMA."
Portaria IGAM,2.724,27/11/2018,Estadual,"Altera a composição da Comissão Especial encarregada de promover os inventários físicos e financeiros dos valores em tesouraria e das obrigações constantes dos grupos Passivo Circulante e não Circulante, instituída pela Portaria Igam nº 35, de 08 de novembro de 2018."
Resolução SEMAD,"39,00",14/11/2018,Estadual,"Anula as Progressões do servidor do Quadro de Pessoal da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD, integrante das carreiras do Grupo de Atividades de Meio Ambiente e Desenvolvimento Sustentável do Poder Executivo."
Deliberação COPAM,2.722,29/11/2018,Estadual,"Altera a Deliberação Copam nº 989, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Normativa e Recursal - CNR do Conselho Estadual de Política Ambiental – Copam."
Deliberação Normativa COPAM,1.378,28/11/2018,Estadual,"Revogada a Deliberação Normativa Copam nº 210, de 21 de setembro de 2016, estabelece diretrizes específicas para licenciamento das atividades descritas sob os códigos A-05-06-2, A-05-08-4 e A-05-09-5 da Delibe- ração Normativa Copam nº 217, de 6 de dezembro de 2017, e dá outras providências."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,"228,00",30/11/2018,Estadual,"Altera a Resolução Conjunta SEMAD/FEAM/IEF/IGAM nº 2.686, de 21 de setembro de 2018, que cria Grupo de Trabalho visando à elaboração de proposta de revisão da classificação das infrações tipificadas nos Anexos I a V do Decreto nº 47.383, de 02 de março de 2018, bem como da dosimetria da penalidade de multa simples aplicável, nos termos do disposto nos parágrafos 1º e 2º do art. 73 do mesmo diploma legal."
Resolução Conjunta SEMAD/IEF,2.729,30/11/2018,Estadual,"Prorroga o termo final do prazo para a renovação do registro estabelecido na Resolução Conjunta Semad/IEF n.º 1.661, de 27 de julho de 2012."
Resolução Conjunta SEMAD/IEF,2.730,30/11/2018,Estadual,"Prorroga o termo final do prazo para a renovação do registro estabelecido na Resolução Conjunta Semad/IEF n.º 2.394, de 29 de julho de 2016."
Deliberação COPAM,2.731,30/11/2018,Estadual,"Altera a Deliberação Copam nº 989, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Normativa e Recursal - CNR do Conselho Estadual de Política Ambiental – Copam"
Deliberação COPAM,1.381,30/11/2018,Estadual,"Altera a Deliberação Copam nº 988, de 16 de dezembro de 2016, que estabelece a designação dos membros do Plenário do Conselho Estadual de Política Ambiental - Copam e dá outras providências."
Resolução Conjunta SEMAD/IEF,1.380,30/11/2018,Estadual,"Prorroga o termo final do prazo para a renovação do registro estabelecido na Resolução Conjunta Semad/IEF n.º 1.659, de 27 de julho de 2012."
Portaria IEF,2.732,30/11/2018,Estadual,"Delega competência para substituir o Supervisor da Unidade Regional de Florestas e Biodiversidade Sul/Varginha, durante o período de férias regulamentares."
Portaria IEF,"96,00",30/11/2018,Estadual,"Delega competência para substituir a Supervisora da URFBio Centro Oeste - Divinópolis, durante o período de férias regulamentares."
Portaria IEF,"91,00",30/11/2018,Estadual,"Dispõe sobre a composição do Conselho Consultivo do Refúgio Estadual de Vida Silvestre do Rio Pandeiros, da Área de Proteção Ambiental do Rio Pandeiros, da Área de Proteção Ambiental Cochá Gibão e do Parque Estadual Veredas do Peruaçu, para o biênio 2018-2020."
Portaria IEF,"95,00",30/11/2018,Estadual,"Dispõe sobre a criação do Conselho Consultivo da Área de Proteção Ambiental Estadual Parque Fernão Dias, para o biênio 2019 - 2020."
Portaria IEF,"92,00",30/11/2018,Estadual,"Dispõe sobre a composição do Conselho Consultivo do Parque Estadual Serra das Araras, para o biênio 2018-2020."
Portaria IEF,"93,00",30/11/2018,Estadual,"Dispõe sobre a composição do Conselho Deliberativo da Reserva Estadual de Desenvolvimento Sustentável Veredas do Acari, para o biênio 2018 - 2020."
Deliberação COPAM,"94,00",07/12/2018,Estadual,"Altera a Deliberação Copam nº 991, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Políticas de Energia e Mudanças Climáticas - CEM do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Portaria IGAM,1.382,07/12/2018,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa do Instituto Mineiro de Gestão das Águas.
Deliberação CERH-MG,"40,00",09/12/2015,Estadual,"Dispõe sobre a recomposição do Grupo de Trabalho para elaboração de Indicadores de Governança para o Sistema Estadual de Gerenciamento de Recursos Hídricos estabelecido pela Deliberação CERH-MG nº 365, de 30 de Dezembro de 2014"
Resolução SEMAD,"380,00",07/12/2018,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução SEMAD,2.737,07/12/2018,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
REsolução Conjunta Semad/Sedectes,2.736,28/11/2018,Estadual,"Altera a Resolução Conjunta Semad/Sedectes nº 2.627, de 24 de abril de 2018, que institui o Núcleo de Gestão Ambiental na Secretaria de Estado de Desenvolvimento Econômico, Ciência, Tecnologia e Ensino Superior e dá outras providências."
Deliberação Normativa COPAM,2.728,10/12/2018,Estadual,"Fixa os custos médios “per capita” para estimativa de investimentos em sistemas de saneamento ambiental previstos no Art. 4º da Lei nº 18.030, de 12 de janeiro de 2009."
Deliberação Normativa COPAM,"230,00",10/12/2018,Estadual,Dispõe sobre a Avaliação Ambiental Integrada como instrumento de apoio ao planejamento da implantação de novos empreendimentos hidrelétricos no Estado de Minas Gerais.
Deliberação CERH-MG,"229,00",12/12/2018,Estadual,"Altera a Deliberação CERH n. º 421, de 21 de setembro de 2018 que estabelece a composição do Conselho Estadual de Recursos Hídricos - CERH/MG para o triênio 2018 - 2021 e dá outras providências."
Portaria IEF,"423,00",13/12/2018,Estadual,"Institui grupo de trabalho, e dá outras providências"
Deliberação COPAM,"99,00",13/12/2018,Estadual,Dispõe sobre a prorrogação de mandato dos atuais membros titulares e suplentes do Conselho Estadual de Política Ambiental - Copam - e dá outras providências.
Deliberação COPAM,1.384,12/12/2018,Estadual,"Altera a Deliberação COPAM nº 1.001, de 16 de dezembro de 2016 que estabelece a designação dos membros da Unidade Regional Colegiada Noroeste de Minas - URC/NOR do Conselho Estadual de Política Ambiental - Copam."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,1.383,04/12/2018,Estadual,"Altera a Resolução Conjunta SEMAD/FEAM/IGAM/IEF nº 2.724, de 19 de novembro de 2018, que constitui Comissões Especiais encarregadas de promover os inventários físicos dos materiais em almoxarifado ou em outras unidades similares, dos bens patrimoniais móveis em uso, estocados, cedidos ou recebidos em cessão, assim como dos bens patrimoniais imóveis em uso, cedidos ou recebidos que são objeto de registro no Ativo e nas contas integrantes do Compensado e de Controle, no âmbito do Sistema Estadual do Meio Ambiente e Recursos Hídricos – SISEMA."
Portaria IEF,2.734,14/12/2018,Estadual,Estabelece as normas de uso público do Parque estadual Nova Baden-PENB.
Deliberação COPAM,"100,00",18/12/2018,Estadual,"Revoga a Deliberação Copam nº 428, de 28 de junho de 2010, que fixa os custos médios per capita para estimativa de investimentos em sistemas de saneamento ambiental previsto no art. 4º da Lei nº 18.030, de 12 de janeiro de 2009."
Deliberação COPAM,1.386,18/12/2018,Estadual,
Portaria IEF,1.385,18/12/2018,Estadual,"Delega competência para substituir o Supervisor da Unidade Regional de Florestas e Biodiversidade Centro Norte/Sete Lagoas, durante o período de férias regulamentares."
Decreto Estadual,"101,00",19/12/2018,Estadual,"Altera os Decretos nº 46.953, de 23 de fevereiro de 2016, que dispõe sobre a organização do Conselho Estadual de Política Ambiental – Copam –, de que trata a Lei nº 21.972, de 21 de janeiro de 2016, e nº 46.501, de 5 de maio de 2014, que dispõe sobre o Conselho Estadual de Recursos Hídricos – CERH-MG."
Portaria IEF,47.565,20/12/2018,Estadual,"Dispõe sobre a composição do Conselho Consultivo do Refúgio de Vida Silvestre Estadual dos Rios Tijuco e da Prata, para o biênio 2018 a 2020."
Portaria IEF,"106,00",19/12/2018,Estadual,"Delega competência para substituir o Supervisor da URFBio Metropolitana – Belo Horizonte, durante o período de férias regulamentares."
Portaria IEF,"104,00",18/12/2018,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural, a RPPN “Benjamim Vicente Pereira”, processo nº 10000000563/17 de 31/07/2017, de propriedade de Laércio Vicente Pereira e Lucinéia Albino Pereira, localizada no município de Estiva – Minas Gerais."
RESOLUÇÃO CONJUNTA SEMAD/SEPLAG/SEF,"103,00",16/01/2018,Estadual,"Regulamenta o Decreto 47.297, de 2 de dezembro de 2017, que instituiu o Programa de Eficiência Ambiental no âmbito do Sistema Estadual de Meio Ambiente e Recursos Hídricos."
Portaria IEF,2.590,19/12/2018,Estadual,"Delega competência para substituir o Supervisor da Unidade Regional de Florestas e Biodiversidade Alto Médio São Francisco, durante o período de férias regulamentares."
RESOLUÇÃO CONJUNTA SEMAD/SEPLAG/SEF,"105,00",21/12/2018,Estadual,"Regulamenta o Decreto 47.297, de 2 de dezembro de 2017, que instituiu o Programa de Eficiência Ambiental no âmbito do Sistema Estadual de Meio Ambiente e Recursos Hídricos."
Portaria IGAM,2.739,19/12/2018,Estadual,"Regulamenta, no âmbito do Instituto Mineiro de Gestão das Águas, o uso do processo administrativo que tramita em forma eletrônica para os fins de formalização, de acompanhamento e de prestação de contas de contratos de gestão, parcerias, convênios, acordos e atos congêneres."
Portaria FEAM,"41,00",27/12/2018,Estadual,Altera a composição do Comitê Gestor da Bolsa Reciclagem.
Resolução SEMAD,"638,00",21/12/2018,Estadual,"Altera a Resolução SEMAD nº 2.721, de 14 de novembro de 2018, que constitui Comissões Especiais encarregadas de promover os inventários físicos e financeiros dos valores em tesouraria e das obrigações constantes dos grupos Passivo Circulante e não Circulante, no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – SEMAD."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.733,26/12/2018,Estadual,"Dispõe sobre a prática de atos relacionados à execução orçamentária, financeira e contábil no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável/SEMAD."
Deliberação Normativa CERH-MG,2.735,13/12/2018,Estadual,Dispõe sobre o enquadramento dos corpos de água da Bacia Hidrográfica do Alto Rio Grande - UPGRH GD1.
Portaria IEF,"58,00",27/12/2018,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural, a RPPN “Vargem Formosa”, processo nº 01226974/1170/2017-7 de 22/05/2017, de Companhia Nacional de Cimento – CNC, localizada no município de Jequitibá – Minas Gerais."
Decreto Estadual,"107,00",28/12/2018,Estadual,"Altera o Decreto nº 45.936, de 23 de março de 2012, que estabelece o Regulamento da Taxa de Controle, Monitoramento e Fiscalização das Atividades de Pesquisa, Lavra, Exploração e Aproveitamento de Recursos Minerários – TFRM – e dispõe sobre o Cadastro Estadual de Controle, Monitoramento e Fiscalização das Atividades de Pesquisa, Lavra, Exploração e Aproveitamento de Recursos Minerários – CERM."
Decreto Estadual,47.575,28/12/2018,Estadual,"Altera o Decreto nº 44.045, de 13 de junho de 2005, que regulamenta a Taxa de Controle e Fiscalização Ambiental do Estado de Minas Gerais – TFAMG –, instituída pela Lei nº 14.940, de 29 de dezembro de 2003, e dá outras providências."
Portaria IGAM,47.578,26/10/2018,Estadual,"Altera a composição da Comissão Permanente de Avaliação de Documentos de Arquivo – CPAD, instituída pela Portaria Igam nº11, de 09 de abril de 2018."
Decreto Estadual,"43,00",28/12/2018,Estadual,"Dispõe sobre a exigibilidade e a cobrança das taxas de expediente relativas a atos de autoridade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável, do Instituto Estadual de Florestas, do Instituto Mineiro de Gestão das Águas e da Fundação Estadual do Meio Ambiente."
Ato de Delegação Semad,47.577,26/12/2018,Estadual,"Delega competência para assinatura de atos autorizativos e certidões que menciona, no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável."
Resolução SEMAD,SUPRAM NOR /SEMAD N° 01,27/12/2018,Estadual,"Delega a atribuição para autorizar a circulação de veículos fora do horário oficial, guarda fora de garagem oficial e autorizar servidores públicos para condução de veículos oficiais."
Resolução SEMAD,2.720,27/12/2018,Estadual,"Redesigna Comissão Processante para apurar possíveis irregularidades nos Contratos Administrativos nos.1371010102113; 9053461/2016; 9077921/2016; 1371.01.01.017.13 e 9039153, celebrados pelo Estado de Minas Gerais, por intermédio da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – SEMAD, no âmbito de atuação da Superintendência de Tecnologia da Informação – STI e dá outras providências"
Resolução SEMAD,2.746,27/12/2018,Estadual,"Designa Comissão Processante para apurar possível descumprimento contratual por parte da SMA IDEIA DISTRIBUIDORA DE SUPRIMENTOS DE INFORMATICA EIRELI, quando do fornecimento dos materiais de escritório adquiridos para atendimento às unidades do SISEMA, por meio do Registro de Preços nº 126/2017"
Resolução SEMAD,2.745,21/12/2018,Estadual,"Divulga pontuação final do Fator de Qualidade referente às Unidades de Conservação da Natureza e outras Áreas Especialmente Protegidas, conforme estabelecido na Deliberação Normativa COPAM nº 86, de 17 de julho de 2005, e dá outras providências."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.740,27/12/2018,Estadual,"Prorroga a Resolução Conjunta SEMAD/FEAM/IEF/IGAM Nº 2.602, de 23 de janeiro de 2018, que alterou a Resolução Conjunta SEMAD/FEAM/IEF/IGAM nº 2.516, de 21 de julho de 2017, e dá outras providências.Prorroga a Resolução Conjunta SEMAD/FEAM/IEF/IGAM Nº 2.602, de 23 de janeiro de 2018, que alterou a Resolução Conjunta SEMAD/FEAM/IEF/IGAM nº 2.516, de 21 de julho de 2017, e dá outras providências."
Ato de Delegação Semad,2.742,26/12/2018,Estadual,"Delega competência para assinatura de atos autorizativos e certidões que menciona, no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável."
Deliberação CERH-MG,SUPRAM JEQ /SEMAD N° 01,13/12/2018,Estadual,Aprova a composição das Câmaras Técnicas do Conselho Estadual de Recursos Hídricos – CERH - para o mandato 2018/2021.
Deliberação Normativa CERH-MG,422 - 29.12.2018,13/12/2018,Estadual,"Altera a Deliberação Normativa CERH/MG n.º 04, de 18 de fevereiro de 2002, e Deliberação Normativa CERH/MG n.º 52, de 30 de junho de 2016, para fins de ajuste do prazo dos mandatos dos Comitês de Bacias Hidrográficas"
Ato de Delegação Semad,"60,00",28/12/2018,Estadual,"Delega competência para assinatura de atos autorizativos e certidões que menciona, no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável."
Deliberação Normativa CERH-MG,TMAP/SEMAD N° 02,13/12/2018,Estadual,"Altera Deliberação Normativa CERH - MG nº 07, de 4 novembro de 2002."
Resolução SEMAD,"57,00",26/12/2018,Estadual,"Altera a Resolução SEMAD nº 2.666, de 06 de agosto de 2018, que designa os Responsáveis Técnicos que atuarão junto ao SIAFI no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – SEMAD."
Deliberação COPAM,2.741,10/01/2019,Estadual,"Altera a Deliberação Copam nº 996, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Proteção à Biodiversidade e de Áreas Protegidas - CPB do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Portaria IEF,1.387,11/01/2019,Estadual,Delega competência para substituir o Supervisor da URFBio Centro - Sul durante o período de férias regulamentares.
Portaria IEF,"3,00",10/01/2019,Estadual,"Delega competência para substituir o Supervisor da URFBioMata/ Ubá-MG, durante o período de férias regulamentares."
Portaria IEF,"2,00",10/01/2019,Estadual,Prorroga a delegação de competência para substituir o Supervisor da Unidade Regional de Florestas e Biodiversidade Alto Paranaíba.
Deliberação COPAM,"1,00",10/01/2019,Estadual,"Altera a Deliberação Copam nº 990, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris - CAP do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Deliberação COPAM,1.388,14/01/2019,Estadual,"Altera a Deliberação Copam nº 995, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Minerárias - CMI do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Portaria IGAM,1.389,14/01/2019,Estadual,"Altera o prazo de preenchimento do formulário de previsão/medição constante do Art. 3º, § 2º da Portaria IGAM nº 5, de 01 de março de 2018."
Resolução SEMAD,"1,00",27/12/2018,Estadual,"Divulga dados cadastrais apurados no 4º trimestre de 2018, referentes aos sistemas de saneamento ambiental com Licença de Operação ou Autorização Ambiental de Funcionamento concedida pelo órgão ambiental estadual e às unidades de conservação federais, estaduais, municipais e particulares, situadas no Estado de Minas Gerais, segundo o art. 4º, incisos I, II e III da Lei nº 18.030, de 12 de janeiro de 2009."
Resolução SEMAD,2.743,27/12/2018,Estadual,"Divulga a relação de municípios habilitados, os respectivos índices de Conservação, de Saneamento Ambiental, de Mata Seca e o Índice de Meio Ambiente, relativos aos dados apurados no 3º trimestre de 2018, para fins de cálculo e distribuição do ICMS no 1º trimestre de 2019."
Portaria IGAM,2.744,21/12/2018,Estadual,"Dispõe sobre a Suspensão Parcial, por prazo determinado, de Outorgas de Direito de Uso de Recursos Hídricos na porção hidrográfica localizada no reservatório Samambaia, e a sua bacia de Contribuição."
Portaria IEF,"42,00",18/12/2018,Estadual,Substitui membros da Comissão de Tomadas de Contas Especial definida na Portaria nº 16 de 11 de abril de 2018.
Resolução SEMAD,"102,00",16/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução SEMAD,2.754,16/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução SEMAD,2.750,16/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução SEMAD,2.753,16/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução SEMAD,2.751,16/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Deliberação Normativa CERH-MG,2.752,13/12/2018,Estadual,Estabelece as dimensões do monitoramento da governança do Sistema Estadual de Gerenciamento de Recursos Hídricos de Minas Gerais.
Portaria IEF,"61,00",17/01/2019,Estadual,Delega competência para responder pela Supervisão da Unidade Regional de Florestas e Biodiversidade Centro Norte.
Resolução SEMAD,"5,00",18/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Deliberação CERH-MG,2.756,28/09/2018,Estadual,Cria o Grupo de Trabalho Conjunto das Câmaras Técnicas Institucional e Legal (CTIL) e de Instrumentos de Gestão (CTIG) com o objetivo de aprimoramento instrumento cobrança pelo uso de recursos hídricos.
Portaria IEF,"424,00",15/01/2019,Estadual,"Delega as competências previstas nos incisos I e II do parágrafo único do art. 42 do Decreto nº 47.344, de 23 de janeiro de 2018."
Diretiva do COPAM,"4,00",18/01/2019,Estadual,"Altera a Deliberação Copam nº 996, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Proteção à Biodiversidade e de Áreas Protegidas - CPB do Conselho Estadual de Política Ambiental - Copam, e dá outras providências"
Resolução Conjunta SEMAD/IEF,1.391,15/01/2019,Estadual,"Dispõe sobre os procedimentos relativos às autorizações para manejo de fauna silvestre terrestre e aquática na área de influência de empreendimentos e atividades consideradas efetiva ou potencialmente causadoras de impactos à fauna, sujeitas ou não ao licenciamento ambiental."
Resolução SEMAD,2.749,16/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Deliberação COPAM,2.755,18/01/2019,Estadual,"Altera a Deliberação Copam nº 989, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Normativa e Recursal -CNR do Conselho Estadual de Política Ambiental – Copam"
Deliberação COPAM,1.390,18/01/2019,Estadual,"Altera a Deliberação Copam nº 990, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris - CAP do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Deliberação COPAM,1.392,18/01/2019,Estadual,"Altera a Deliberação Copam nº 992, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Industriais - CID do Conselho Estadual de Política Ambiental - Copam, e dá outras providências."
Resolução Conjunta SEMAD/IEF,1.393,11/01/2019,Estadual,"Dispõe sobre a análise dos requerimentos de autorização para intervenção ambiental pela Superintendência Regional de Meio Ambiente Central Metropolitana, em colaboração com a Unidade Regional de Biodiversidade e Florestas Metropolitana."
Deliberação COPAM,2.747,22/01/2019,Estadual,"Altera a Deliberação Copam nº 989, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Normativa e Recursal - CNR do Conselho Estadual de Política Ambiental - Copam."
Portaria FEAM,1.394,23/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Fundação Estadual do Meio Ambiente - FEAM.
Portaria IEF,"639,00",25/01/2019,Estadual,Delega competência a servidor para responder pela URFBio Jequitinhonha durante o período de férias regulamentares da Supervisora Regional.
Portaria IGAM,"7,00",24/01/2019,Estadual,Cria a Força Tarefa de prestações de contas no âmbito do Instituto Mineiro de Gestão das Águas - IGAM e dá outras providências.
Deliberação COPAM,"4,00",24/01/2019,Estadual,"Altera a Deliberação Copam nº 995, de 16 de dezembro de 2016, que estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Minerárias - CMI do Conselho Estadual de Política Ambiental - Copam, e dá outras providências"
Portaria IEF,1.395,21/01/2019,Estadual,"Dispõe sobre a recondução do conselho consultivo do Monumento Natural Estadual Peter Lund, instituído pela Portaria nº 14, de 07 de março de 2017."
Portaria FEAM,"6,00",28/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Fundação Estadual do Meio Ambiente.
Decreto Estadual,"640,00",25/01/2019,Estadual,"Institui, temporariamente, o Gabinete de Crise do Estado de Minas Gerais em razão do rompimento da Barragem da Mina Córrego do Feijão da Vale S.A., no Município de Brumadinho, em 25 de janeiro de 2019."
Resolução Conjunta SEMAD/IEF,"23,00",21/01/2019,Estadual,"Prorroga o termo final do prazo para a renovação do cadastro estabelecido na Resolução Conjunta Semad/ IEF n.º 1.659, de 27 de julho de 2012."
Resolução SEMAD,2.757,29/01/2019,Estadual,Dispõe sobre a suspensão das análises de regularização ambiental nas hipóteses que menciona.
Resolução Conjunta SEMAD/IEF,2.762,21/01/2019,Estadual,"Prorroga o termo final do prazo para a renovação do registro estabelecido na Resolução Conjunta Semad/IEF n.º 2.394, de 29 de julho de 2016."
Resolução SEMAD,2.759,29/01/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução Conjunta SEMAD/IEF,2.763,21/01/2019,Estadual,"Prorroga o termo final do prazo para a renovação do registro estabelecido na Resolução Conjunta Semad/IEF n.º 1.661, de 27 de julho de 2012."
Resolução SEMAD,2.758,29/01/2019,Estadual,"Dispõe sobre a delegação de competência para as autoridades e atos que menciona, no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável."
Resolução Conjunta SEMAD/FEAM,2.764,30/01/2019,Estadual,"Determina a descaracterização de todas as barragens de contenção de rejeitos, alteadas pelo método a montante, provenientes de atividades minerárias, existentes em Minas Gerais e dá outras providências."
Portaria FEAM,2.765,31/01/2019,Estadual,Institui Comissão de Conciliação para condução de reclamação de prática de assédio moral.
Portaria IGAM,"641,00",01/02/2019,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa do Instituto Mineiro de Gestão das Águas.
Portaria IEF,"5,00",01/02/2019,Estadual,Credencia servidores para a prática das atividades relativas às ações de fiscalização e autuação no âmbito do Instituto Estadual de Florestas
Portaria IGAM,"8,00",04/02/2019,Estadual,"Altera a Portaria Igam n° 29, de 09 de outubro de 2018, que estabelece procedimento específico para análise de processos de pedidos de renovação de portaria de outorga."
Resolução SEMAD,"6,00",28/01/2019,Estadual,"Altera a Resolução SEMAD Nº 2.661, de 20 de julho de 2018, que institui no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável a Comissão Permanente de Avaliação de Documentos de Arquivo – CPAD, destinada a normatizar os procedimentos e operações técnicas relativas à produção, classificação, tramitação, uso, avaliação e arquivamento de documentos no âmbito da Semad, e designa seus servidores membros."
Resolução SEMAD,2.760,31/01/2019,Estadual,Institui Comissão de Conciliação para condução de reclamação de prática de assédio moral.
Portaria IEF,2.766,01/02/2019,Estadual,"Dispõe sobre a Recondução do Conselho Consultivo do Monumento Natural Estadual Serra do Gambá, instituído pela Portaria nº 08, de 03 de fevereiro de 2017, para o biênio 2019-2021."
Portaria IEF,"9,00",07/02/2019,Estadual,Designa servidor para responder por unidade administrativa do Instituto Estadual de Florestas – IEF
Portaria IEF,"10,00",07/01/2019,Estadual,Dispensa servidor de responder por unidade administrativa do Instituto Estadual de Florestas – IEF
Portaria IEF,"11,00",08/01/2019,Estadual,
