Tipo,Numero,Data,Nivel,Ementa
Deliberação COPAM,2.438,07/12/2016,Estadual,"Altera as Deliberações COPAM nº 895, de 20 de junho de 2016, nº 896, de 20 de junho de 2016, nº 897, de 20 de junho de 2016, nº 898, de 20 de junho de 2016, nº 899, de 20 de junho de 2016, nº 900, de 20 de junho de 2016, nº 901, de 20 de junho de 2016, nº 902, de 20 de junho de 2016, nº 903 de 20 de junho de 2016, nº 904, de 20 de junho de 2016."
Portaria IEF,"982,00",06/12/2016,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural, a RPPN “Usipa”, processo nº 04040001040/15 de 24/08/2015, de propriedade de usiminas Siderúrgicas de Minas Gerais S .A ., localizada no município de Ipatinga – Minas Gerais ."
Portaria IEF,"92,00",06/12/2016,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural, a RPPN “Cachoeira do Curiango”, processo nº 00074054/1501/2014 de 03/09/2014, de propriedade de Milton Tavares Campos, localizada no município de Itacambira – Minas Gerais ."
Resolução Conjunta SEMAD/FEAM/IGAM,"87,00",18/11/2016,Estadual,"Dispõe sobre a criação de Grupo de Trabalho para propor a regulamentação da Política Nacional de Segurança de Barragens (PNSB) no âmbito do estado de Minas Gerais, para barragens de acumulação destinadas à preservação de água, exceto para fins de aproveitamento hidrelétrico, bem como para propor procedimentos para cadastro, classificação e auditoria de segurança para essas barragens, em consonância com as diretrizes da PNSB."
Portaria IEF,2.426,06/12/2016,Estadual,"Altera Portaria IEF n. 58 de 14 de setembro de 2016, que dispõe sobre a nova composição do Conselho Consultivo do Parque Estadual de Grão Mogol PEGM, para o biênio 2016 à 2018 ."
Resolução Conjunta SEMAD/IEF,"85,00",20/12/2016,Estadual,"Prorroga o termo final do prazo para a renovação do registro estabelecido na Resolução Conjunta Semad / IEF n.º 1.661, de 27 de julho de 2012."
Deliberação COPAM,2.439,07/12/2016,Estadual,"Altera a Deliberação COPAM nº 851, de 6 de abril de 2016, que estabelece a composição da Câmara Normativa Recursal - CNR - do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências ."
Portaria FEAM,"983,00",20/12/2016,Estadual,"Concede progressão aos servidores do Quadro de Pessoal da Fundação Estadual do Meio Ambiente – FEAM, integrantes das carreiras do Grupo de Atividades de Meio Ambiente e Desenvolvimento Sustentável do Poder Executivo, nos termos do art. 16 da Lei 15.461, de 13 de janeiro de 2005."
Portaria IEF,"577,00",06/12/2016,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural, a RPPN “Mata do Tetê III”, processo nº 10020000123/16 de 25/02/2016, de propriedade de Aliança Geração de Energia S.A, localizada no município de Ijaci – Minas Gerais."
Portaria IEF,"91,00",06/12/2016,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural, a RPPN “Mata do Tetê II”, processo nº 10020000122/16 de 25/02/2016, de propriedade de Aliança Geração de Energia S.A, localizada no município de Ijaci – Minas Gerais ."
Portaria IEF,"90,00",06/12/2016,Estadual,"Dispõe sobre a recondução do Conselho Consultivo do Monumento Natural estadual Gruta Rei do Mato instituído pela Portaria nº 165, de 09 de dezembro de 2014."
Portaria IEF,"86,00",06/12/2016,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural, a RPPN “Fazenda do Sino”, processo nº 10010000277/16 de 21/03/2016, de propriedade de Anna Maria Ferreira Meirelles, localizada no município de Baependi – Minas Gerais."
Portaria IEF,"88,00",06/12/2016,Estadual,"Reconhece como Reserva Particular do Patrimônio Natural, a RPPN “Mata do Tetê I”, processo nº 10020000121/16 de 25/02/2016, de propriedade de Aliança Geração de Energia S .A, localizada no município de Ijaci – Minas Gerais ."
Portaria IGAM,"89,00",26/12/2016,Estadual,Dispõe sobre os critérios para o cadastramento de usuários de recursos hídricos do setor de saneamento que não estão cadastrados.
Portaria FEAM,"37,00",28/12/2016,Estadual,Designa servidor para responder pelo expediente da Presidência da FEAM durante o afastamento por férias regulamentares de seu titular e dá outras providências
Portaria IEF,"578,00",28/12/2016,Estadual,Delega competência para substituir o Diretor Geral do IEF durante o período de férias regulamentares.
Portaria IEF,"104,00",28/12/2016,Estadual,"Delega competência para substituir o Chefe do Escritório Regional Rio Doce, durante o período de férias regulamentares."
Portaria IEF,"106,00",28/12/2016,Estadual,"Delega competência para substituir o Chefe do Escritório Regional Alto Paranaíba, durante o período de férias regulamentares."
Portaria IEF,"105,00",28/12/2016,Estadual,Delega competência para substituir o Chefe do Escritório Regional Centro Norte durante o período de férias regulamentares.
Resolução SEMAD,"107,00",29/12/2016,Estadual,"Prorroga o Processo Punitivo instaurado pela Resolução SEMAD 2359, de 17 de Março de 2016, prorrogada pelas Resolução SEMAD 2374, de 13 de Maio de 2016, Resolução SEMAD 2388, de 05 de Julho de 2016, Resolução SEMAD 2406, de 13 de setembro de 2016 e pela Resolução SEMAD nº 2424, de 08 de novembro de 2016."
Resolução SEMAD,2.448,29/12/2016,Estadual,Institui Comissão Permanente de Tomada de Contas Especial.
Decreto Estadual,2.447,29/12/2016,Estadual,
Resolução SEMAD,2.446,29/12/2016,Estadual,"Anula o Processo Administrativo Disciplinar, instaurado pela Resolução SEMAD nº 1864, de 27 de maio de 2013, e decidido pela Resolução SEMAD nº 9360 de 17 de março de 2016."
Portaria IEF,2.445,28/12/2016,Estadual,Delega competência para a prática de atos que menciona.
Resolução SEMAD,"108,00",30/12/2016,Estadual,"Aprova Projeto para repasse de recurso no âmbito do Fundo de Recuperação, Proteção e Desenvolvimento Sustentável das Bacias Hidrográficas do Estado de Minas Gerais – FHIDRO, e dá outras providências."
Deliberação COPAM,2.449,01/11/2016,Estadual,"Altera a Deliberação COPAM nº 479, de 24 de maio de 2013 e dá outras providências."
Deliberação COPAM,"971,00",11/11/2016,Estadual,"Altera a Deliberação COPAM nº 486, de 24 de maio de 2013 e dá outras providências."
Portaria IEF,"976,00",28/10/2016,Estadual,Aprova o regimento interno do Comitê Gestor do Corredor Ecológico Sossego Caratinga-CESC.
Portaria IEF,"77,00",31/10/2016,Estadual,Dispõe sobre proibição da pesca na bacia do rio Doce.
Portaria IEF,"78,00",28/10/2016,Estadual,"Dispõe sobre a recondução do Conselho Consultivo da Estação Ecológica da Mata do Cedro, instituído pela Portaria nº 132, de 29 de outubro de 2014."
Resolução SEMAD,"76,00",04/01/2017,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução SEMAD,2.450,22/12/2016,Estadual,"Divulga dados cadastrais apurados no 3º trimestre de 2016, referentes aos sistemas de saneamento ambiental com Licença de Operação ou Autorização Ambiental de Funcionamento concedida pelo órgão ambiental estadual e às unidades de conservação federais, estaduais, municipais e particulares, situadas no Estado de Minas Gerais, segundo o art. 4º, incisos I, II e III da Lei nº 18.030, de 12 de janeiro de 2009."
Portaria IEF,2.441,05/01/2017,Estadual,"Delega competência para substituir o Chefe do Escritório Regional de Florestas e Biodiversidade Centro-Sul/Barbacena, durante o período de férias regulamentares."
Portaria IEF,"1,00",20/12/2016,Estadual,"Concede Progressão aos servidores do Quadro de Pessoal do Instituto Estadual de Florestas – IEF, integrantes das carreiras do Grupo de Atividades de Meio Ambiente e Desenvolvimento Sustentável do Poder Executivo, nos termos do art. 16 da Lei 15.461, de 13 de janeiro de 2005."
Portaria IEF,"101,00",20/12/2016,Estadual,"Delega competência para substituir o Chefe do Escritório Regional Alto Jequitinhonha/Diamantina, durante o período de férias regulamentares."
Resolução SEMAD,"100,00",22/12/2016,Estadual,"Divulga pontuação final do Fator de Qualidade referente às Unidades de Conservação da Natureza e outras Áreas Especialmente Protegidas, conforme estabelecido na Deliberação Normativa COPAM nº 86, de 17 de julho de 2005, e dá outras providências."
Portaria IEF,2.440,23/12/2016,Estadual,"Delega competência para substituir a Chefe do Escritório Regional Centro Oeste, durante o período de férias regulamentares."
Portaria IEF,"103,00",23/12/2016,Estadual,"Delega competência para substituir o Chefe do Escritório Regional Alto Médio São Francisco, durante o período de férias regulamentares."
Resolução SEMAD,"102,00",22/12/2016,Estadual,Descredencia servidor para a prática das atividades relativas às ações de fiscalização e autuação no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD.
Deliberação COPAM,2.443,16/12/2016,Estadual,Estabelece a designação dos membros do Plenário do Conselho Estadual de Política Ambiental - COPAM e dá outras providências.
Deliberação COPAM,"988,00",16/12/2016,Estadual,"Estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Industriais - CID do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"992,00",16/12/2016,Estadual,"Estabelece a designação dos membros da Câmara Técnica Especializada de Atividades de Infraestrutura de Transporte, Saneamento e Urbanização - CIF do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"994,00",16/12/2016,Estadual,"Estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Minerárias - CMI do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"995,00",16/12/2016,Estadual,"Estabelece a designação dos membros da Câmara Técnica Especializada de Proteção à Biodiversidade e de Áreas Protegidas – CPB do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"996,00",16/12/2016,Estadual,Estabelece a designação dos membros da Unidade Regional Colegiada Alto São Francisco - URC/ASF do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,"997,00",16/12/2016,Estadual,Estabelece a designação dos membros da Câmara Normativa e Recursal - CNR do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,"989,00",16/12/2016,Estadual,"Estabelece a designação dos membros da Câmara Técnica Especializada de Atividades de Infraestrutura de Energia - CIE do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"993,00",16/12/2016,Estadual,Estabelece a designação dos membros da Unidade Regional Colegiada Jequitinhonha - URC/JEQ do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,"998,00",16/12/2016,Estadual,"Estabelece a designação dos membros da Câmara Técnica Especializada de Atividades Agrossilvipastoris - CAP do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"990,00",16/12/2016,Estadual,"Estabelece a designação dos membros da Câmara Técnica Especializada de Políticas de Energia e Mudanças Climáticas - CEM do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"991,00",16/12/2016,Estadual,Estabelece a designação dos membros da unidade regional Colegiada Zona da Mata - URC/ZM do Conselho Estadual de Política Ambiental – COPAM.
Deliberação COPAM,1.006,16/12/2016,Estadual,Estabelece a designação dos membros da unidade regional Colegiada Leste Mineiro - URC/LM do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,"999,00",16/12/2016,Estadual,Estabelece a designação dos membros da unidade regional Colegiada Triângulo Mineiro e Alto Paranaíba - URC/TMAP do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,1.005,16/12/2016,Estadual,Estabelece a designação dos membros da unidade regional Colegiada Norte de Minas - URC/NM do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,1.000,16/12/2016,Estadual,Estabelece a designação dos membros da unidade regional Colegiada Rio Paraopeba - URC/RP do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,1.002,16/12/2016,Estadual,Estabelece a designação dos membros da unidade regional Colegiada Rio das Velhas - URC/RV do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,1.003,16/12/2016,Estadual,Estabelece a designação dos membros da Unidade Regional Colegiada Sul de Minas -URC/SM do Conselho Estadual de Política Ambiental - COPAM.
Deliberação COPAM,1.004,16/12/2016,Estadual,Estabelece a designação dos membros da Unidade Regional Colegiada Noroeste de Minas - URC/NOR do Conselho Estadual de Política Ambiental - COPAM.
Resolução SEMAD,1.001,21/11/2016,Estadual,Dispõe sobre designação em caráter temporário de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução SEMAD,2.428,21/11/2016,Estadual,Dispõe sobre dispensa de servidor de responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Deliberação COPAM,2.427,09/01/2017,Estadual,Dispõe sobre delegação de competência ao Diretor Regional de Regularização Ambiental da Supram – Zona da Mata.
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.451,22/11/2016,Estadual,"Constitui Comissões Especiais encarregadas de promover os inventários físicos e financeiros dos valores em tesouraria e das obrigações constantes dos grupos Passivo Circulante e não Circulante, no âmbito do órgão e entidades do Sistema Estadual do Meio Ambiente e Recursos Hídricos – SISEMA."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.429,22/11/2016,Estadual,"Constitui Comissões Especiais encarregadas de promover os inventários físicos dos materiais em almoxarifado ou em outras unidades similares, dos bens patrimoniais em uso, estocados, cedidos ou recebidos em cessão, que são objeto de registro no Ativo e nas contas integrantes do Compensado e de Controle, no âmbito do órgão e entidades do Sistema Estadual do Meio Ambiente e Recursos Hídricos - SISEMA."
Resolução SEMAD,2.430,10/01/2017,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução SEMAD,2.452,10/01/2017,Estadual,Dispõe sobre designação de servidor para responder por unidade administrativa da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável.
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.453,22/11/2016,Estadual,"Constitui Comissões Especiais encarregadas de promover exclusivamente os inventários físicos e financeiros dos bens patrimoniais imóveis em uso, cedidos ou recebidos em cessão, que são objeto de registro no Ativo e nas contas integrantes do Compensado e de Controle, no âmbito do órgão e entidades do Sistema Estadual do Meio Ambiente e Recursos Hídricos - SISEMA."
